"","Class","PhenoGraph","Cluster","CN0_1-7","CN1_15-6","CN10_3","CN11_2-8","CN12_2-17","CN13_8","CN14_17","CN15_12","CN16_16-8","CN17_2-1","CN18_16","CN19_3","CN2_2","CN20_1","CN21_16","CN22_1","CN23_7","CN24_15","CN25_10","CN26_15-8","CN27_2","CN28_7","CN29_4","CN3_10","CN30_8-1","CN31_3","CN32_6","CN33_15-5","CN34_11","CN35_9","CN36_14","CN37_13","CN38_15-16","CN39_17","CN4_8","CN5_4-5","CN6_14","CN7_6","CN8_13","CN9_5","Class0"
"mADT-7.tsv","mADT-7.tsv",9,"TP_9",0,0.351082504388531,0.0487614589428516,0,0,0.214550419348547,0,0,1.53110981080554,0,0.156036668617125,0.30232104544568,0,0,0.507119173005656,0,0,0.165788960405695,0,0.6241466744685,0,0,0,0,0,0.156036668617125,4.39828359664521,0,0,0,0,0.0877706260971328,0,0,4.79812755997659,0,0,86.6588648332358,0,0,"mADT-7.tsv"
"mADT-8.tsv","mADT-8.tsv",9,"TP_9",2.31739868963844,0.24265954865324,1.55302111138073,0,0,0.0909973307449648,0,0,1.15869934481922,0,10.0461053142441,0.327590390681873,0,2.35986411065275,7.31618539189517,2.65712205775297,0.018199466148993,0,0,0.952438728463965,0,1.97160883280757,2.81485076437758,0.503518563455472,0,4.44673622907061,13.7405969424897,0,0,0.018199466148993,4.90778937151177,5.20504731861199,0.0545983984469789,0,0.752244600825043,0.636981315214754,7.4981800533851,25.2062606163553,3.20310604222276,0,"mADT-8.tsv"
"mADT-9.tsv","mADT-9.tsv",8,"TP_8",1.25721514983791,0.419071716612635,1.01209773068712,0,0,0,0,0,0.0237210405629794,0,0,3.28141061121215,0,0.996283703645133,0.237210405629794,0.260931446192773,1.11488890646003,4.99723254526765,41.9783347829525,0.0237210405629794,0,1.85024116391239,6.56282122242429,7.9307345615561,0,3.6767612872618,1.146516960544,11.2516802403732,0,0,0,2.22187079939907,1.39163437969479,0.12651221633589,0,7.07677710128884,0,0.324187554360718,0.158140270419862,0.680003162805408,"mADT-9.tsv"
"N-1.tsv","N-1.tsv",13,"TP_4-13",0,0.00770772313858486,0.00770772313858486,10.1819022660706,5.83474641590874,2.0348389085864,0,0,0.223523971018961,0.192693078464622,0,0,49.7379374132881,0,0.470171111453677,0,0,0,0.184985355326037,0.0231231694157546,20.3021427470325,0,0,0.547248342839525,0,0,1.37968244180669,0,0,0.053954061970094,0,0,0,0,8.22414058887005,0,0,0.531832896562355,0,0.0616617851086789,"N-1.tsv"
"N-10.tsv","N-10.tsv",6,"TP_6",1.80786332787269,0,0.643575941961151,0.280833138310321,2.13550198923473,6.40650596770419,0.00585069038146501,0,4.89702784928622,2.27591855838989,0.00585069038146501,0.00585069038146501,0.327638661362041,3.58647320383805,2.77907793119588,2.34612684296747,3.08331383103206,0,0.362742803650831,0.00585069038146501,1.08822841095249,5.89164521413527,0,4.61034402059443,1.28130119354084,0.19892347296981,0.228176924877136,0,0,6.40065527732272,9.15633044699275,0,0.2340276152586,1.58553709337702,3.96091738825181,0,33.6648724549497,0.514860753568921,0,0.228176924877136,"N-10.tsv"
"N-11.tsv","N-11.tsv",5,"TP_5",18.336970074813,0.0311720698254364,0,0.109102244389027,0.537718204488778,2.22100997506234,0,0,0.210411471321696,2.54052369077307,0,0.0077930174563591,0.116895261845387,9.23472568578554,0.0233790523690773,42.2069825436409,0.935162094763092,0,0.872817955112219,0.732543640897756,0.677992518703242,1.82356608478803,0.140274314214464,0.553304239401496,6.19544887780549,0.0545511221945137,0.124688279301746,0.0077930174563591,0,0,0.974127182044888,0,0.0233790523690773,0.0155860349127182,0.849438902743142,1.0286783042394,7.8319825436409,1.05985037406484,0,0.52213216957606,"N-11.tsv"
"N-12.tsv","N-12.tsv",5,"TP_5",23.7924026887604,0.00521077588452921,0,0,0.0573185347298213,0.00521077588452921,0,0,0,1.29748319524777,0,0,0.00521077588452921,2.03220259496639,0,68.777030899901,2.62623104580272,0,0,0,0.114637069459643,0.343911208378928,0,0.0625293106143505,0.406440518993278,0,0.0416862070762337,0,0.281381897764577,0,0,0,0,0.00521077588452921,0,0,0,0.145901724766818,0,0,"N-12.tsv"
"N-13.tsv","N-13.tsv",6,"TP_6",2.90470883254388,0.0766230147673447,0,0.139314572304263,1.14237949289496,5.42630259125105,0,2.49373084424631,3.37141264976317,1.31652270827529,0,0,0,1.62301476734466,0.0139314572304263,0.912510448592923,0.125383115073837,0.410977988297576,0.00696572861521315,5.73279465032042,0.404012259682363,0.355252159375871,1.10755084981889,0.369183616606297,1.40011145165784,0.612984118138757,0.104485929228197,0.188074672610755,4.9804959598774,0,23.3142936751184,0,0.215937587071608,1.38617999442742,15.1504597380886,1.31652270827529,23.007801616049,0.390080802451936,0,0,"N-13.tsv"
"N-14.tsv","N-14.tsv",12,"TP_12",11.9958634953464,0.196483971044467,2.66287487073423,0.124095139607032,2.04756980351603,7.37849017580145,0,0,1.98552223371251,5.43433298862461,1.23578076525336,1.73216132368149,0.713547052740434,17.6473629782834,2.61633919338159,0.703205791106515,4.71561530506722,0.0413650465356774,0,1.08583247156153,2.38366080661841,6.06514994829369,0,0.822130299896587,7.66804550155119,0.853154084798345,0.31540847983454,0.134436401240951,7.69906928645295,1.28748707342296,1.48914167528438,0,0.542916235780765,0.651499482936918,0.656670113753878,0.915201654601861,5.85315408479835,0.341261633919338,0,0.00517063081695967,"N-14.tsv"
"N-15.tsv","N-15.tsv",13,"TP_4-13",0,0,0,32.7624818864445,4.35164449128354,0.737715715979449,0,0,0.087823299521363,0.23712290870768,0,0,24.2699688227287,0,0.153690774162385,0,0,0,0.553286786984587,0,33.825143810653,0.114170289377772,0,0.206384753875203,0,0.0219558248803408,0.149299609186317,0,0.40398717779827,0,0.0351293198085452,0,0,0.0658674746410223,0.865059500285426,0,0.768453870811926,0.386422517893997,0,0.00439116497606815,"N-15.tsv"
"N-16.tsv","N-16.tsv",13,"TP_4-13",0,0,0,37.6306797898924,5.32918557805089,0.82105155795808,0,0,0.0203987964710082,0,0,0,17.3644754959457,0,0,0,0,0,0.0101993982355041,0,37.6306797898924,0,0,0.0407975929420164,0,0,0.0152990973532562,0,0,0.581365699423734,0,0,0,0,0.54566780559947,0,0,0.00509969911775205,0,0.00509969911775205,"N-16.tsv"
"N-17.tsv","N-17.tsv",5,"TP_5",26.6474311243485,0.525874906924795,0.0232688011913626,0.144266567386448,1.00521221146687,0.725986597170514,0.670141474311243,0,0.0418838421444527,3.89985107967237,0,0.0232688011913626,0.618950111690246,3.77885331347729,0,39.6267684288905,7.59028294862249,0,0,0,2.58749069247952,3.97431124348474,0,0,1.79169769173492,0.00930752047654505,1.49385703648548,0,0,1.74981384959047,0,0,0.274571854058079,2.04300074460164,0,0,0,0.753909158600149,0,0,"N-17.tsv"
"N-18.tsv","N-18.tsv",12,"TP_12",6.40092432120162,0,0,2.31080300404391,12.842287694974,10.4332755632582,0.00577700751010976,0,0.912767186597343,24.8700173310225,0,0,1.2420566146736,8.64818024263431,0,0.311958405545927,8.64818024263431,0,0.288850375505488,0,5.81166955517042,3.69728480647025,0,2.09127671865973,4.11322934719815,0,0.0751010976314269,0,0,0.167533217793183,0,0,0,2.28191796649336,4.04968226458694,0,0,0.785673021374928,0,0.0115540150202195,"N-18.tsv"
"N-19.tsv","N-19.tsv",12,"TP_12",20.8336692735628,0.0161251310166895,0,0.749818592276062,1.27388535031847,4.32959767798113,0,0,1.04813351608482,4.88591469805692,0,0.0241876965250343,3.18471337579618,8.28025477707006,0,8.99782310731275,1.78988954285254,0.00806256550834476,0.959445295493026,1.24969765379344,2.49133274207853,0.854631943884544,0.137063613641861,1.10457147464323,7.6029992743691,0.475691364992341,0.104813351608482,0.0161251310166895,0,3.31371442392969,5.34548093203257,0,0.0725630895751028,0.193501572200274,6.92574377166814,0.564379585584133,12.4486011448843,0.717568330242683,0,0,"N-19.tsv"
"N-2.tsv","N-2.tsv",14,"TP_14",9.53674578209894,0.178724621103803,0.00714898484415213,0.250214469545325,0.328853302830998,15.177294824135,0,0,2.62367743780383,0.157277666571347,0,0,0.0285959393766085,5.73348584501001,0.00714898484415213,2.1661424077781,0.0428939090649128,0.243065484701172,0.264512439233629,3.3600228767515,0.457535030025736,0.271661424077781,0.0929368029739777,0.507577923934801,6.49842722333429,0.643408635973692,1.05804975693452,0.0214469545324564,0,1.60137260509008,2.14469545324564,0,0.0357449242207607,0,26.1223906205319,0.53617386331141,18.2370603374321,1.65856448384329,0,0.00714898484415213,"N-2.tsv"
"N-20.tsv","N-20.tsv",6,"TP_6",0.206488072596859,0.0163016899418573,0.0326033798837146,0.0489050698255719,0.56512525131772,2.61370428734445,0.478182904961148,0,3.0918871923056,0.999836983100581,0.0815084497092865,0,0.0434711731782861,1.66820627071673,2.09748410585231,0,1.38020974841059,0.0163016899418573,0.711840460794436,1.94533499972831,0.233657555833288,1.53779275118187,0.0923762430038581,4.99918491550291,0.271694832364288,0.440145628430147,0.0489050698255719,0.163016899418573,2.9777753627126,0.0326033798837146,21.5780035863718,0,2.30397217844917,5.93924903548335,0.163016899418573,2.61913818399174,40.0097810139651,0.364071075368146,0,0.228223659186002,"N-20.tsv"
"N-21.tsv","N-21.tsv",12,"TP_12",34.2367985046094,0,0,0.00849653766090318,0.0892136454394834,7.42597391562938,0,0,2.31955478142657,0.378095925910192,0,0,0,15.5911466077573,0.00424826883045159,16.980330515315,3.97637962530269,0,0,0.284634011640257,0.021241344152258,2.68065763201495,0,0.734950507668125,6.20247249245932,0.0127448064913548,0.0679723012872255,0,0,2.01367942563405,0.021241344152258,0,0.021241344152258,0.93461914269935,2.88882280470708,0,2.82934704108076,0.246399592166192,0,0.0297378818131611,"N-21.tsv"
"N-22.tsv","N-22.tsv",13,"TP_4-13",0.767646508144542,0,0,9.05261187043625,4.47481744991575,0.748923422580041,0,0,0.299569369032016,5.78543343943082,0,0,44.7575360419397,0.0842538850402546,0,0.121700056169257,0.102976970604756,0,0.00936154278225051,0,28.9646133682831,0.196592398427261,0,0,0.140423141733758,0.346377082943269,0.430630967983524,0,0,0,0,0,0,0.0936154278225051,2.33102415278038,0,0,1.29189290395057,0,0,"N-22.tsv"
"N-23.tsv","N-23.tsv",4,"TP_4-13",0.070212392487274,0,0,9.12761102334562,10.4557954478966,2.52764612954186,0.0936165233163653,0,2.38137031186004,1.04733485460184,0,0,17.7461822011585,0.918612135041835,1.34573752267275,0,0.397870224094553,0.274998537241823,0.585103270727283,0.438827453045463,35.4982154350243,0.883505938798198,0,0.754783219238196,0.567550172605465,0.333508864314552,0.175530981218185,1.03563278918729,8.98718623837107,0.128722719560002,0,0,0.66116669592183,2.23509449417822,0.70212392487274,0.00585103270727283,0.128722719560002,0.193084079340004,0,0.298402668070915,"N-23.tsv"
"N-24.tsv","N-24.tsv",13,"TP_4-13",0,0,1.45985401459854,24.3206771759799,13.8563454578912,5.50205483653315,0,0,3.35521069741765,0.0122676807949457,0,1.53346009936821,9.42157885051831,0,0.269888977488806,0,0,0,1.55186162056063,1.6500030669202,24.5905661534687,0.0613384039747286,0,2.04256885235846,0,0.245353615898914,0.0674722443722014,0,0,4.54517573452739,0,0,0.920076059620929,0.0122676807949457,2.96264491197939,0.220818254309023,0,0.748328528491689,0,0.650187082132123,"N-24.tsv"
"N-25.tsv","N-25.tsv",5,"TP_5",16.1226993865031,0,0.0196319018404908,0.520245398773006,0.446625766871166,3.13128834355828,0,0,1.0159509202454,2.27239263803681,0,0.0294478527607362,0.662576687116564,6.84171779141104,0.137423312883436,60.8098159509202,0.225766871165644,0,0.0049079754601227,0.0294478527607362,0.412269938650307,1.40368098159509,0,0.549693251533742,3.52883435582822,0.0736196319018405,0.191411042944785,0,0,0.0343558282208589,0,0,0,0.250306748466258,1.20736196319018,0,0,0.0392638036809816,0,0.0392638036809816,"N-25.tsv"
"N-26.tsv","N-26.tsv",13,"TP_4-13",0,0,0,0,1.18092548616905,0,0,0,0,0,0,0.404338617547012,64.9701559591811,0,0.00641807329439702,0,0,0,4.83280919068096,0,28.2587767152301,0,0,0,0,0.121943392593543,0.0577626596495732,0,0,0,0,0.012836146588794,0,0,0,0,0,0.154033759065529,0,0,"N-26.tsv"
"N-27.tsv","N-27.tsv",12,"TP_12",18.0492709904475,0.114917761976586,0,0.280112044817927,2.90167348990878,3.06686777275013,0.0790059613589025,0,0.229835523953171,8.99231487466782,0,0,3.82101558572147,16.878546290311,0.0430941607412196,6.8304244774833,4.90555196437549,0.0143647202470732,1.5513897866839,0.660777131365367,4.58234575881635,2.29117287940817,1.37901314371903,2.98067945126769,6.85915391797745,0.129282482223659,0.445306327659269,0.0861883214824391,5.81771170006464,0.416576887165122,0,0.00718236012353659,0.186741363211951,0.65359477124183,1.45801910507793,2.67183796595561,0.165194282841342,1.33591898297781,0,0.114917761976586,"N-27.tsv"
"N-28.tsv","N-28.tsv",12,"TP_12",31.2430813309891,0.0651168848082308,0.162792212020577,0.0130233769616462,0.195350654424692,5.84749625577912,0,0.0586051963274077,0.358142866445269,2.98235332421697,0,0,0,22.1788109656834,0.950706518200169,8.10705215862473,1.59536367780165,0,1.30884938464544,0.683727290486423,0.312561047079508,4.86423129517484,0,2.86514293156215,12.6587224067201,0.5925636517549,0.0455818193657615,0.0520935078465846,0,0.00651168848082308,0,0,0.182327277463046,0.0781402617698769,1.8623429055154,0.175815588982223,0,0.00651168848082308,0,0.546981832389138,"N-28.tsv"
"N-29.tsv","N-29.tsv",14,"TP_14",10.3047706062781,0.00652613717940351,0,0.0848397833322456,0.104418194870456,6.5130849050447,0,0,4.74450172942635,0.646087580760948,0.0587352346146316,0,0.0195784115382105,8.45134764732755,0.254519349996737,2.14709913202375,0.143575017946877,0.0456829602558246,0.776610324349018,0.358937544867193,0.0326306858970176,0.411146642302421,0,1.62500815767147,41.8716961430529,0.0717875089734386,0.189257978202702,0,0,2.28414801279123,0,0,0.00652613717940351,0,18.4428636689943,0.169679566664491,0,0.182731841023298,0,0.0522090974352281,"N-29.tsv"
"N-3.tsv","N-3.tsv",12,"TP_12",20.0235352409265,0.0867087823609563,0,0,0,10.2068623807754,0,0,0.427350427350427,0.582187538709278,0,0.012386968908708,0,32.6706304967175,0.0371609067261241,1.74656261612783,0.489285271893968,0,2.86138981791156,1.03431190387712,0,2.74990709773318,0.811346463520377,3.64176885916016,9.96531648705562,1.20772946859903,0.706057227796358,0.105289235724018,0,0,0,0,0.154837111358851,0.0743218134522482,4.5398241050415,0.879474792518271,1.19534249969033,1.29443825095999,0,2.49597423510467,"N-3.tsv"
"N-30.tsv","N-30.tsv",14,"TP_14",1.90032489425611,0.0245203212162079,0,0.974682768344265,5.36382026604549,17.3113467786428,0,6.89021026175443,1.78385336847913,4.51786918408631,0,0,0.508796665236315,9.36063262428738,0,0.0367804818243119,5.95843805553853,0.00613008030405198,2.07196714276957,0.815300680438914,2.34782075645191,6.013608778275,0.214552810641819,6.24042174952492,7.52773861337584,0.0674308833445718,0.0858211242567278,0.0490406424324159,0,3.88647091276896,0,0,0.0980812848648317,0.61913811070925,7.15993379513272,0.655918592533562,0,0.275853613682339,0,7.23349475878134,"N-30.tsv"
"N-31.tsv","N-31.tsv",12,"TP_12",23.4667070829544,0,0,0.353642517934728,1.10639587753865,7.69930281903607,0.868950186925331,0,0.186925330908356,3.84459937354754,0,0,0.0101040719409922,17.8084267959988,0,4.89542285541073,13.584924724664,0,0.166717187026372,0,0.535515812872588,0.894210366777811,0,1.38425785591593,7.96706072547236,0.00505203597049611,0.0202081438819844,0,0.47994341719713,1.60654743861776,0,0,0,10.6345357178943,1.86420127311306,0.00505203597049611,0.444579165403658,0.166717187026372,0,0,"N-31.tsv"
"N-32.tsv","N-32.tsv",5,"TP_5",10.5429625724829,0,0.166930240730979,0,0.4920049200492,3.85696714109998,0,1.20365489369179,8.88244596731682,3.11895976102618,0.439290107186786,0,0.210859251449657,4.6476893340362,3.32981901247584,42.1103496749253,0.228430855737129,0,4.06782639254964,0.0351432085749429,1.64294500087858,0.992795642242137,0.0702864171498858,2.56545422597083,0.992795642242137,0.166930240730979,0.333860481461957,0,0.527148128624143,0.0878580214373572,0,0,0.0175716042874714,0.0527148128624143,8.44315586013003,0.360217887893165,0,0.0878580214373572,0,0.325074679318222,"N-32.tsv"
"N-33.tsv","N-33.tsv",13,"TP_4-13",0.0231588698471515,0,0,2.53975605990428,5.3419793114096,4.94827852400803,0.0617569862590706,0,0.00771962328238382,1.55936390304153,0,0.0385981164119191,51.7600741083835,0.084915856106222,0.00771962328238382,0,0.0617569862590706,0,0.0617569862590706,0.0694766095414544,18.0561988574958,0.131233595800525,0,0.131233595800525,0.548093253049251,0.0308784931295353,0.216149451906747,0,0,0.0771962328238382,2.88713910761155,0,0,0.270186814883434,0.0463177396943029,0,8.81580978848232,2.22325150532654,0,0,"N-33.tsv"
"N-34.tsv","N-34.tsv",13,"TP_4-13",0,0,0,0,0.0677577400187637,0,0,0,0,0,0,0,96.8414468883561,0,0,0,0,0,0.0364849369331804,0,2.72594600229334,0,0,0,0,0,0.0886062754091525,0,0,0,0,0,0,0,0,0,0,0.239758156989472,0,0,"N-34.tsv"
"N-35.tsv","N-35.tsv",13,"TP_4-13",0.431117688694421,0,0,1.53143298372048,2.715397979538,0.102953477897175,0.958754262917444,0,0,5.17341226433305,0.0965188855286018,0,60.8648092143363,0.0386075542114407,0.952319670548871,0.135126439740042,0.070780516054308,0,0,0,25.101344829805,0,0,0,0.0772151084228814,0,0.102953477897175,0,0,0.0579113313171611,0,0,0,0.572678720803037,0.334598803165819,0,0,0.682066791068786,0,0,"N-35.tsv"
"N-36.tsv","N-36.tsv",12,"TP_12",5.65740085948975,0.0108796170374803,0,0.669096447805037,15.2586628950661,7.72996790512974,0.0870369362998422,0,4.25937007017353,24.1418702061687,0,0,0.0707175107436218,5.84779415764565,2.4261545993581,0.598378937061415,5.94027090246423,0,0.636457596692596,0.0108796170374803,3.15508894086928,3.2530054942066,0,1.25659576782897,1.97465049230267,0,0.0163194255562204,0,0,4.04721753794266,0,0,0.00543980851874014,10.7436218245118,1.82777566229669,0,0,0.37534678779307,0,0,"N-36.tsv"
"N-37.tsv","N-37.tsv",14,"TP_14",12.2359865204803,0.0427167876975651,0,0.536333001091651,0.963500878067303,13.0665907257108,0,0.0332241682092173,0.218330248232,2.70065024443495,0,0.0047463097441739,0.977739807299824,7.63681237837581,0,21.4533200436661,0.47463097441739,0,0.560064549812521,0.484123593905738,1.30048886990365,0.0854335753951303,0.0474630974417391,1.309981489392,6.84892496084294,0.052209407185913,0.242061796952869,0,2.0551521192273,0,0.0189852389766956,0,0,0.0189852389766956,25.326308794912,0.370212160045565,0.441406806208173,0.493616213394086,0,0,"N-37.tsv"
"N-38.tsv","N-38.tsv",12,"TP_12",34.3865623260535,0,0,0.170262925248027,0.645034543728103,2.14793228774434,0.108051471792017,0,1.44723486460823,2.68491535968043,0,0,0.075308601552012,14.2235028322583,0.196457221440031,10.1699354965456,5.6383222553289,0,0,0.0130971480960021,0.402737303952064,3.16623555220851,0.00327428702400052,0,17.9692871877149,0.0261942961920042,0.108051471792017,0,0,4.12232736321666,0,0,0,0.956091811008153,1.02157755148816,0.101502897744016,0.0229200091680037,0.193182934416031,0,0,"N-38.tsv"
"N-39.tsv","N-39.tsv",12,"TP_12",16.0586106661921,0.646615649285163,0.00593225366316664,0.0533902829684997,0.63475114195883,6.64412410274663,0,0,6.30005339028297,3.80850685175298,0.00593225366316664,0,0.320341697810998,22.5900219493386,2.07035652844516,3.06104289019398,4.01020347630065,0.0593225366316664,0.361867473453165,2.24832413834016,0.955092839769829,5.9737794388088,0,3.79071009076348,14.3738506258528,0.72373494690633,0.237290146526665,0.0296612683158332,0,1.85086314290799,0,0,0.278815922168832,0.545767337011331,2.11781455775049,0,0,0.195764370884499,0,0.0474580293053331,"N-39.tsv"
"N-4.tsv","N-4.tsv",14,"TP_14",9.53641746497858,0,0,0.645068117267607,4.95354546767438,18.1918836951812,0,0,0.601742646704857,8.18369999518606,0,0,0.0192557646945554,15.0483801087951,0,4.23145429162856,1.60785635199538,0,0.00481394117363886,0.0433254705627497,2.00259952823377,0.625812352573052,0,1.19867135223608,20.5122033408752,0.255138882202859,0.495835940884802,0,0,0,0,0,0,1.25643864631974,8.71323352428633,0.197371588119193,0,0.707649352524912,0,0.967602175901411,"N-4.tsv"
"N-40.tsv","N-40.tsv",12,"TP_12",6.30073800738007,0.0276752767527675,0.0645756457564576,1.23616236162362,2.5,11.9464944649446,1.41143911439114,0,2.98892988929889,1.45756457564576,0,0.516605166051661,0.452029520295203,20.6180811808118,0,2.50922509225092,1.41143911439114,0.03690036900369,0.857933579335793,2.91512915129151,1.17158671586716,5.46125461254613,0,5.30442804428044,13.2380073800738,1.77121771217712,1.50369003690037,0.00922509225092251,0,0.11070110701107,0.0276752767527675,0,0.11070110701107,0.839483394833948,5.92250922509225,0.29520295202952,2.11254612546125,3.57933579335793,0,1.29151291512915,"N-40.tsv"
"N-41.tsv","N-41.tsv",4,"TP_4-13",0.147557110066674,0,0,12.4494480271068,13.6626953765439,3.90206579954093,0,0,0.683134768827194,3.74357853317302,0,0,13.5807192042846,0,0,0.125696797464204,0,0,0.628483987321019,0,46.0651437315554,0,0,0.644879221772871,0.0109301563012351,0,0.0765110941086457,0,0,0.366160236091376,0,0,0,0,3.90206579954093,0,0,0.0109301563012351,0,0,"N-41.tsv"
"N-42.tsv","N-42.tsv",15,"TP_15",0.0668513036004202,0.267405214401681,0,0.191003724572629,0.8499665743482,0.735364339604622,61.1975933530704,0,1.06007067137809,2.86505586858944,0.362907076687995,0,0.305605959316207,0.0191003724572629,2.74090344761723,0,1.3656766306943,0,0.429758380288416,0.238754655715786,1.12692197497851,0.706713780918728,0,1.69038296246777,0.0955018622863146,0,3.31391462133512,0,0,0.8499665743482,0,0,0.32470633177347,16.0825136090154,0.630312291089676,0.171903352115366,0,2.31114506732881,0,0,"N-42.tsv"
"N-43.tsv","N-43.tsv",16,"TP_16",13.879270544783,0,0.10387811634349,0.207756232686981,1.14843028624192,3.23176361957525,0.513619575253924,0,3.63573407202216,4.93998153277932,0,0.0403970452446907,0.115420129270545,9.52793167128347,2.38342566943675,1.76592797783934,15.7202216066482,0,0.184672206832872,0,0.375115420129271,16.7243767313019,0,0.986842105263158,6.52700831024931,0.0923361034164358,0.346260387811634,0,0,13.1521237303786,0,0,0,3.64727608494921,0.496306555863343,0,0,0.253924284395199,0,0,"N-43.tsv"
"N-44.tsv","N-44.tsv",12,"TP_12",25.9855707291935,0,0.0966245812934811,0.0193249162586962,0.0708580262818861,4.78613759340376,0,0,6.31280597784076,1.83586704457614,0,0,0,8.651120845143,1.19170316928627,10.7060036073177,5.16619427982479,0,0.025766555011595,0,0.0386498325173924,6.08734862148931,0,0.573305849007988,5.23705230610667,0,0.0966245812934811,0,0,2.58309713991239,3.49136820407112,0,0.244782272610152,0.676372069054367,3.51069312032981,1.06287039422829,8.35480546250966,3.14351971141458,0,0.0515331100231899,"N-44.tsv"
"N-45.tsv","N-45.tsv",16,"TP_16",6.8872916831214,0.00789827027880894,0.00394913513940447,0.00394913513940447,1.89163573177474,0.469947081589132,5.97504146591896,2.16017692125425,0.0789827027880894,1.37429902851276,0,0,0.0473896216728536,0.217202432667246,0.0157965405576179,0.493641892425559,34.5154411183951,0,0.311981676012953,0,0.675302108838164,0.683200379116973,0,0.608166811468288,0.138219729879156,0.00394913513940447,0.296185135455335,0,0,5.01145249190427,0,0.0750335676486849,0,36.9915488508017,0.0394913513940447,0,0,0.939894163178264,0,0.0829318379274939,"N-45.tsv"
"N-46.tsv","N-46.tsv",4,"TP_4-13",0,0,0,9.74671669793621,18.921200750469,1.99812382739212,0.0375234521575985,0.131332082551595,2.82363977485929,0.225140712945591,0,0.00938086303939963,11.6416510318949,0,0.375234521575985,0,0,0,1.63227016885553,0,41.9136960600375,0,0,1.41651031894934,0.0187617260787993,0.121951219512195,0.412757973733583,0,0,0.215759849906191,0,0,0.290806754221388,4.9343339587242,1.19136960600375,0.450281425891182,0,1.39774859287054,0,0.0938086303939962,"N-46.tsv"
"N-47.tsv","N-47.tsv",14,"TP_14",13.8831207356867,0.00423782684239522,0,0,0,4.3480103402975,0,0,2.05110819171929,0.00423782684239522,0.199177861592575,0,0.0550917489511379,3.80133067762851,0.296647878967665,10.959020214434,0.182226554222994,0,0.0296647878967665,0.0169513073695809,0.00423782684239522,0.661100987413654,0.038140441581557,0.911132771114972,23.8632029495275,0.190702207907785,0.305123532652456,0,0,0,0,0,0,0.00423782684239522,35.4028054413697,0.0296647878967665,0,2.75882527439929,0,0,"N-47.tsv"
"N-48.tsv","N-48.tsv",12,"TP_12",20.01964515931,0.00613911228436368,0,0.306955614218184,1.05592731291055,11.9221560562343,0,0,2.09957640125238,8.95696482288661,0,0,0.0613911228436368,6.49518079685677,0,6.02246915096077,2.07501995211492,0,0.00613911228436368,0,0.638467677573823,1.28921357971637,0,0.890171281232734,2.75032230339493,0.0122782245687274,0.0245564491374547,0,0,0.00613911228436368,6.46448523543496,0,0.00613911228436368,0.270120940512002,16.9685063539812,0,11.2714101540917,0,0,0.380624961630548,"N-48.tsv"
"N-49.tsv","N-49.tsv",9,"TP_9",0,1.05173995905979,0.00705865744335427,0.437636761487965,0.261170325404108,1.53172866520788,0,0,0.444695418931319,0.698807086892073,0,0,0.338815557281005,0.00705865744335427,0,0,0.00705865744335427,0,2.470530105174,2.04701065857274,0.585868567798405,0.183525093527211,0,2.33641561375026,0.00705865744335427,0.451754076374674,51.8105456342204,0,0.494106021034799,0,0,0,0,0.0564692595468342,11.8585445048352,0,0,22.912402061128,0,0,"N-49.tsv"
"N-5.tsv","N-5.tsv",12,"TP_12",42.9889018395581,0,0,0,0.577712461359145,0.988192368114326,0,0,0.0709471443774388,17.6810419094917,0,0,1.79394922211524,9.99847970404906,0,10.2062534840116,1.41894288754878,0,0.091217757056707,0,3.23316272234328,1.09461308468048,0,0.268585618000304,6.58288146759236,0.00506765316981706,0.233112045811585,0,0,0,0,0,0,0.0557441848679876,0.967921755435058,0,0,1.54056656362439,0,0.202706126792682,"N-5.tsv"
"N-50.tsv","N-50.tsv",12,"TP_12",11.8511614568397,1.50559219959851,0.207915113277889,0.824490966446802,2.82477774591339,5.10467450530542,0,0,8.37396042443361,4.68167479208489,0.143389733295096,0,0,8.36679093776886,2.07198164611414,7.1694866647548,0.19357613994838,0.16489819328936,1.88557499283051,2.65271006595928,0.387152279896759,3.67794665901921,0,4.473759678807,2.66704903928879,0.071694866647548,6.83252079151133,0.0788643533123028,1.03240607972469,0.573558933180384,0,0,0.802982506452538,0.681101233151706,10.1304846572985,0.466016633209062,0,5.62087754516777,0,4.48092916547175,"N-50.tsv"
"N-51.tsv","N-51.tsv",12,"TP_12",32.7587986376303,0.0103209825575395,0,0.00516049127876974,0.485086180204355,4.03034368871917,0.165135720920632,0,7.59624316234906,0.866962534833316,0.299308494168645,0,0,7.87490969140262,3.19434410155847,11.3530808132934,6.96666322633915,0,0.39735782846527,0.0103209825575395,0.0516049127876974,10.6770564557746,0,1.92486324698111,5.62493549385901,0.134172773248013,0.263185055217257,0,0,1.33140674992259,0,0,0.0619258953452369,0.624419444731138,2.17256682836206,0.19093817731448,0,0.928888430178553,0,0,"N-51.tsv"
